Name,Overall,Value,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
Henrique Alex Jardinel Zonta,65,0.40,54,45,41,64,43,68,57,48,74,56,42,74,58,69,71,41,56,71,52,43,74,55,62,67,59,59,64,74,45
Alejandro Bernal,65,0.40,53,26,55,66,27,58,54,57,62,64,46,59,57,63,51,59,52,86,77,54,68,58,59,60,46,61,63,61,60
Eric Alexander,65,0.40,61,52,51,70,58,63,66,39,67,65,56,60,61,66,63,66,48,74,70,65,65,60,64,62,57,65,58,60,56
Shaun MacDonald,65,0.40,58,55,63,66,45,62,58,33,65,67,55,54,65,63,68,65,63,59,67,60,66,63,61,63,62,67,65,65,62
Luis Pavez Contreras,65,0.40,45,45,54,64,33,59,29,43,60,62,60,52,62,51,71,56,73,80,59,39,66,72,45,50,36,48,59,71,63
Luke Joyce,65,0.40,48,36,53,66,45,54,50,42,64,64,63,75,71,63,61,56,76,74,74,51,72,63,49,57,58,67,61,63,56
Rodrigo López,65,0.40,53,63,50,68,47,67,66,62,69,70,65,69,69,65,75,60,45,57,41,50,49,55,65,69,59,50,50,30,36
Andrea Paolucci,65,0.40,58,55,57,69,64,65,64,64,69,67,70,73,72,57,74,66,63,75,63,59,46,52,58,65,61,65,57,54,52
Danny Guthrie,65,0.40,65,56,57,66,61,63,68,67,67,66,54,53,70,64,78,68,64,68,63,65,77,57,59,66,64,70,58,59,58
Piotr Tomasik,65,0.40,66,40,52,63,50,56,40,66,59,59,70,74,71,63,71,63,72,79,71,61,66,61,58,65,48,60,58,64,63
Samuel Scheimann,65,0.40,63,56,60,62,54,63,65,67,64,61,67,70,63,61,67,72,67,80,69,70,78,56,52,51,62,60,60,63,64
Kevin Conboy,65,0.40,67,40,60,62,42,59,65,62,56,61,67,67,69,65,62,69,75,71,69,53,72,63,56,55,38,65,62,63,64
Scott Golbourne,65,0.40,59,33,63,59,24,61,39,43,61,61,69,69,77,59,69,29,82,83,73,25,55,59,55,56,42,63,64,62,63
Jonathan Grounds,65,0.40,58,32,63,62,42,62,46,55,59,63,58,63,63,62,53,55,75,72,76,49,66,68,46,46,29,54,59,67,66
Lewis Stevenson,65,0.40,56,43,57,66,12,65,53,55,62,66,61,65,74,63,79,58,76,74,63,29,73,64,54,64,53,57,67,67,61
Tawfiq Bu Haymid,65,0.40,64,54,55,63,56,62,63,63,62,61,72,72,78,63,67,65,76,91,67,67,61,58,66,65,60,53,57,60,56
Florian Buchacher,65,0.40,58,42,53,58,48,60,44,38,54,57,71,75,49,60,64,67,51,90,68,57,73,62,55,52,51,64,60,62,58
Daniel Georgievski,65,0.40,60,54,56,63,31,61,62,44,59,62,69,70,65,66,68,62,70,78,73,62,86,64,58,55,45,62,63,64,57
Julian Schauerte,65,0.40,65,31,57,63,40,60,59,59,57,64,68,69,72,65,74,48,71,66,63,43,69,63,56,52,54,61,66,64,63
Matthew Connolly,65,0.40,61,44,70,64,29,55,22,25,57,64,51,51,40,61,47,63,73,60,76,48,73,68,58,57,38,68,68,71,71
John Brayford,65,0.40,65,36,65,63,45,60,35,39,65,57,61,60,70,69,76,59,78,65,76,43,62,67,48,52,36,71,65,64,64
René Bugueño,65,0.40,60,43,44,55,26,61,44,41,47,62,63,68,70,62,70,46,86,90,69,38,66,59,68,49,38,54,58,60,72
Matthew Mills,65,0.35,34,39,66,57,26,32,32,41,58,50,46,48,55,58,45,52,68,61,79,33,74,60,31,47,45,55,64,64,61
Byron Webster,65,0.35,24,35,64,56,25,39,31,42,56,49,51,50,46,53,33,44,67,53,86,44,77,61,38,42,49,58,63,63,62
Steven de Sousa Vitória,65,0.35,37,47,65,59,41,42,66,66,54,58,30,37,30,66,33,74,29,53,92,59,76,61,21,43,68,70,54,63,61
Henrico Drost,65,0.35,38,33,64,56,34,51,53,40,42,58,32,34,45,64,58,52,76,68,71,38,67,66,36,33,56,54,60,66,65
Vadim Demidov,65,0.35,37,39,66,64,41,29,43,45,63,44,35,33,52,56,34,62,62,54,75,51,72,66,38,37,41,47,66,63,64
Lasse Nielsen,65,0.35,27,31,71,55,29,30,30,21,41,42,55,52,41,58,54,35,61,63,75,21,67,59,39,34,39,61,60,69,67
Keisuke Iwashita,65,0.35,29,31,64,58,30,31,29,30,33,50,37,36,40,64,56,36,71,57,76,31,61,64,28,30,32,53,64,66,66
Jordi Figueras Montel,65,0.35,48,19,64,61,17,50,33,38,65,54,32,35,36,60,44,56,73,70,74,22,75,66,44,41,26,60,64,63,60
Nigel Boogaard,65,0.35,21,23,61,59,20,33,19,18,63,43,48,48,41,56,41,42,80,51,85,23,75,62,24,36,27,52,61,64,62
Aqeel Al Sahabi,65,0.35,61,30,62,52,25,57,23,26,44,56,68,63,72,56,49,45,78,68,77,23,65,65,51,33,41,59,64,63,62
Murat Yıldırım,65,0.35,50,39,47,70,41,65,51,43,65,68,51,65,62,67,77,62,57,68,67,63,54,54,66,65,41,48,64,68,51
Hiroyuki Takasaki,65,0.35,45,68,68,59,64,60,47,59,54,65,46,50,34,63,44,60,54,65,79,62,56,25,65,65,67,68,20,23,19
Jamie Mackie,65,0.35,62,64,62,62,58,64,60,42,51,62,63,64,65,69,75,66,71,80,70,60,78,49,66,62,71,63,46,53,49
Timo Röttger,65,0.35,60,62,57,55,61,67,61,39,34,67,70,65,79,63,80,69,76,79,61,63,74,35,66,51,52,67,32,39,31
René Gartler,65,0.35,51,69,65,58,62,61,58,43,49,65,57,47,64,59,62,66,65,51,73,60,65,28,68,53,66,66,15,19,13
Jamie Ward,65,0.35,62,65,52,63,64,67,52,66,56,67,73,68,81,70,90,70,67,70,31,65,85,48,67,70,67,73,55,34,29
Edy Brambila,65,0.33,63,63,56,67,55,66,65,55,66,64,69,64,65,66,73,64,72,70,68,65,45,51,66,68,65,69,50,41,55
Johnny Furdal,65,0.33,66,65,43,68,40,67,67,72,65,68,54,62,68,72,77,63,54,61,47,60,43,27,69,69,58,75,31,37,43
Georgi Sarmov,65,0.33,63,59,58,70,55,61,57,58,68,68,68,58,68,61,74,61,61,69,68,62,66,64,48,60,56,60,54,64,59
Iván Vásquez,65,0.33,58,27,37,74,47,54,49,55,71,63,41,31,77,58,81,62,70,74,58,63,56,61,46,66,39,54,64,55,63
Hyuk Jeong,65,0.33,67,49,44,66,48,61,72,70,64,65,50,69,88,64,76,66,83,61,71,66,72,62,58,68,57,59,65,59,55
David Edwards,65,0.33,62,63,69,64,63,62,60,53,58,62,53,50,62,72,59,63,83,86,70,53,65,67,68,63,55,61,50,62,60
Seth Sinovic,65,0.33,58,38,55,67,38,62,65,55,60,64,53,60,62,65,66,56,36,72,64,32,65,67,41,54,37,59,70,68,64
José Isidoro Gómez Torres,65,0.33,65,27,47,59,35,52,59,44,60,54,70,72,70,62,63,65,81,68,71,38,78,62,52,44,49,51,62,67,66
Daniel Semenzato,65,0.33,62,40,62,60,31,64,54,50,48,64,69,69,68,62,69,64,67,71,69,44,60,63,46,38,60,58,64,64,62
Yohei Toyoda,65,0.28,39,68,74,59,53,54,35,33,39,60,32,42,66,67,41,69,73,51,80,56,62,29,73,44,64,68,23,28,17
Sascha Mölders,65,0.28,38,69,71,49,61,44,56,42,38,55,51,45,40,66,57,76,56,53,85,57,81,39,68,46,67,58,28,33,28
Naoki Ishihara,65,0.28,37,66,61,64,69,59,51,53,61,67,65,47,74,61,76,69,72,64,55,64,50,32,70,62,67,47,26,26,29
Sławomir Peszko,65,0.27,64,59,33,67,61,63,66,58,64,64,70,80,70,61,74,62,71,55,51,64,90,42,62,60,53,55,29,38,45
Carlos Valverde Doblado,65,0.27,66,59,32,61,54,66,62,50,60,65,78,79,67,61,60,60,65,64,39,58,53,24,63,50,50,59,18,25,15
Yasuhiro Hiraoka,65,0.26,21,17,45,63,23,28,27,21,22,54,42,41,36,70,57,39,72,66,67,23,56,68,27,33,31,56,67,69,68
André Hainault,65,0.26,55,39,65,50,40,45,57,42,45,46,36,34,56,62,59,59,86,55,77,46,74,62,49,55,58,65,66,63,63
Delio Ojeda,65,0.26,24,30,67,48,28,39,26,22,42,44,48,61,53,63,59,40,72,44,78,31,58,69,21,34,31,63,70,61,55
Srgian Luchin,65,0.26,41,48,63,61,33,52,39,38,51,57,49,55,66,61,59,51,73,62,83,53,67,63,33,35,48,62,57,64,62
Niklas Busch Thor,65,0.26,60,46,55,64,43,59,48,29,68,63,54,52,68,70,71,54,66,59,73,51,73,66,43,67,41,65,58,59,56
Marcelo Emanuel Vildeia Maia,65,0.25,34,59,53,61,72,72,59,49,43,62,81,87,77,63,80,65,60,63,49,61,41,38,71,46,62,59,22,23,31
Gabriel Vargas,65,0.25,43,66,72,67,56,63,53,52,33,63,60,56,61,62,63,66,71,54,63,57,38,18,66,49,67,59,24,24,18
Albert Bunjaku,65,0.25,50,64,59,63,63,65,57,59,44,65,59,50,68,65,75,69,74,48,70,59,57,39,70,59,66,66,44,26,22
Tae Min Park,65,0.24,65,47,51,56,40,56,44,53,52,57,81,77,78,64,62,55,71,77,68,57,66,61,54,52,47,55,52,66,64
Alexandre Raineau,65,0.24,63,43,57,64,35,58,60,46,62,65,53,54,67,62,70,52,77,73,70,52,67,64,59,54,55,64,68,65,67
Stéphane Darbion,65,0.24,70,66,67,70,64,69,71,67,67,70,43,53,65,71,61,73,60,33,63,71,69,65,57,69,59,66,62,62,59
Jonathan Martins Pereira,65,0.24,69,38,56,66,47,62,58,44,64,67,60,61,59,55,61,54,69,68,61,61,70,60,62,50,51,59,63,68,70
Christian Kum,65,0.24,64,30,66,59,32,58,34,32,62,58,64,54,56,62,66,66,76,66,70,38,81,72,35,48,44,70,68,63,65
Richard Ruiz,65,0.24,67,51,61,64,51,65,63,65,54,64,64,72,73,62,66,65,51,73,76,61,56,60,55,55,67,52,59,60,61
Scott Sutter,65,0.24,67,59,57,68,46,58,57,34,58,65,58,59,67,68,66,54,74,84,76,47,67,57,57,59,34,66,64,59,59
Chang Soo Kim,65,0.24,57,59,60,64,55,63,52,60,62,61,69,68,66,66,63,55,62,74,61,64,78,63,66,62,56,67,60,65,65
Andreas Lienhart,65,0.24,69,45,57,66,43,65,66,62,57,63,61,57,52,62,57,63,65,70,68,52,68,66,58,58,42,63,64,65,60
Alessandro Bruno,65,0.23,56,39,56,66,44,58,52,49,66,66,51,32,61,68,72,58,42,70,72,57,63,65,51,65,51,68,66,61,56
Marc Pfitzner,65,0.21,58,57,49,62,49,52,59,53,59,61,53,42,68,60,65,71,68,75,72,62,80,64,60,52,72,68,63,65,70
André Danielsen,65,0.21,60,42,55,60,54,53,61,61,59,65,64,64,74,64,77,69,74,82,65,58,74,66,64,61,60,65,64,60,58
Nikolai Topor-Stanley,65,0.20,54,31,64,59,29,45,26,20,61,49,45,49,37,56,43,59,82,83,89,45,67,62,26,51,41,61,62,60,57
Mat Sadler,65,0.20,55,35,61,58,32,55,55,47,58,56,55,53,68,60,69,53,76,73,75,46,66,63,46,53,42,62,65,65,64
Cosmin Frăsinescu,65,0.20,54,30,65,43,28,31,29,22,56,44,31,43,38,59,42,49,75,50,83,38,74,63,21,23,47,64,60,65,63
Elliott Ward,65,0.20,35,32,65,53,24,32,26,31,45,49,34,38,48,51,56,50,78,51,79,31,68,62,30,35,57,48,64,65,63
Adam El-Abd,65,0.20,39,37,63,51,35,43,34,26,48,47,41,44,56,55,62,54,82,69,82,35,79,61,25,43,38,56,63,64,62
Lawrence Olum,65,0.20,47,49,67,63,50,48,39,32,62,60,40,35,55,57,43,55,64,62,81,48,74,62,48,50,37,50,58,62,63
Markus Holgersson,65,0.20,57,35,64,62,34,50,60,28,59,53,35,31,35,60,32,48,70,50,86,32,76,61,49,55,25,58,62,62,59
Martin Lorentzson,65,0.20,60,43,59,63,40,55,55,39,54,59,53,57,67,68,70,47,75,65,61,41,67,69,53,56,58,63,66,64,62
Lewis Ochoa,65,0.19,69,50,62,63,40,62,60,40,57,59,68,65,72,65,69,70,71,66,64,57,66,62,58,56,33,58,61,64,63
Luke Varney,65,0.19,63,63,72,55,54,60,53,42,52,62,66,62,76,66,72,65,90,52,70,61,68,33,65,57,61,65,32,44,35
Olivier Occéan,65,0.19,56,63,71,62,60,57,53,41,34,62,51,58,60,63,65,68,80,49,85,61,70,39,64,56,69,66,36,34,25
Paweł Brożek,65,0.19,57,69,66,65,58,60,53,50,48,62,31,36,65,65,79,65,55,31,82,61,57,29,73,69,69,72,17,32,21
Adebayo Akinfenwa,65,0.19,44,64,72,60,59,52,50,42,52,67,37,48,35,61,71,70,49,69,97,54,66,17,68,61,64,67,32,40,24
Ronny König,65,0.19,48,70,79,46,57,38,59,43,38,62,30,30,36,66,38,70,40,51,93,66,58,35,72,58,60,68,35,36,12
Mohammed Al Shalhoub,65,0.18,77,62,44,73,62,65,70,70,72,68,33,33,61,58,68,64,51,31,35,65,31,36,64,69,75,67,57,21,21
Luis Pedro Figueroa,65,0.18,70,54,64,68,54,65,72,59,67,72,55,54,62,59,56,67,67,48,67,67,60,67,68,67,64,62,50,52,56
Neal Bishop,65,0.17,44,57,62,65,51,56,50,53,63,63,64,60,65,68,68,57,79,86,72,58,80,68,57,58,47,71,67,67,65
Florian Mader,65,0.17,60,53,59,73,64,60,51,68,70,65,48,53,69,60,69,74,69,44,67,63,55,58,52,72,62,75,59,55,52
David Perkins,65,0.17,53,43,50,66,30,62,38,59,64,65,60,58,76,64,85,65,70,78,63,60,77,64,62,63,56,70,62,65,62
Leobardo López,65,0.16,51,39,65,62,30,53,55,52,59,52,37,32,39,56,64,65,81,36,79,53,70,65,33,28,69,54,63,62,63
Ovidiu Hoban,65,0.12,44,51,65,67,52,56,63,67,62,60,48,35,60,62,55,61,65,66,75,64,57,69,54,61,65,73,64,65,62
Sedat Ağçay,65,0.12,53,62,57,64,56,64,48,52,59,64,43,51,29,67,52,69,68,37,74,67,81,66,48,53,52,69,73,64,62
Mauricio Restrepo,65,0.12,56,40,49,70,40,63,58,45,69,61,45,46,67,66,72,50,71,54,71,52,57,63,59,56,51,61,68,66,60
Diego Chica,65,0.12,67,53,43,68,31,65,53,58,69,71,48,51,68,78,70,55,67,31,69,58,61,55,62,61,59,64,65,65,62
Donglu Sui,65,0.11,47,58,67,57,33,60,35,39,52,61,33,36,56,58,34,48,33,35,83,49,62,64,63,60,38,50,67,63,61
Yuki Abe,65,0.11,68,66,62,73,69,60,72,71,69,72,45,32,58,59,58,65,53,33,68,72,61,71,47,67,70,75,69,63,57
Roberto Vitiello,65,0.11,55,39,59,51,48,41,43,32,54,53,62,55,64,65,74,59,68,32,64,44,70,67,44,48,34,64,63,68,67
Kari Arkivuo,65,0.10,69,40,41,59,53,59,62,56,58,64,70,66,79,67,77,68,80,71,67,54,78,65,49,56,50,66,60,65,64
Ousseynou Ndiaye,64,1.00,56,47,48,70,50,65,58,52,66,66,67,68,59,54,58,62,53,45,54,58,36,49,54,66,53,65,54,48,32
Marco Collao,64,1.00,60,58,37,71,49,62,57,71,63,63,62,70,77,44,71,57,47,65,38,59,37,29,63,61,57,67,32,42,39
Aníbal Moreno,64,1.00,57,55,45,62,50,67,54,51,58,65,60,67,59,63,69,65,49,53,56,60,46,35,65,63,55,67,49,36,45
Jorge Díaz Price,64,1.00,62,65,41,60,53,70,59,64,55,69,69,67,61,45,76,64,41,66,41,60,32,19,57,55,65,53,37,58,54
Pál Dárdai,64,1.00,66,63,34,56,46,72,42,35,44,68,74,68,77,57,76,63,53,53,34,58,42,22,55,55,47,51,53,45,34
Nicholas Pierini,64,1.00,63,59,54,62,55,66,63,64,53,65,73,74,70,61,66,54,57,41,48,61,51,33,60,57,62,60,22,39,38
Riccardo Sottil,64,1.00,57,61,42,60,52,68,52,45,42,68,73,73,73,58,75,66,46,45,48,51,38,25,62,59,69,55,31,35,39
Davor Lovren,64,1.00,60,55,33,59,45,69,58,34,48,65,76,74,78,58,83,59,34,55,42,48,33,20,62,58,47,49,24,27,24
Kyle McAllister,64,1.00,55,58,42,59,51,66,66,65,55,64,86,83,78,56,74,72,43,61,60,68,58,24,58,62,60,56,21,26,25
Guillem Jaime Serrano,64,1.00,63,54,49,62,57,71,59,46,57,68,69,68,68,64,75,64,52,62,51,53,49,57,57,59,49,66,52,55,56
Roberto Piccoli,64,1.00,42,67,68,55,54,55,41,30,37,60,55,55,52,65,55,62,62,60,66,62,58,25,67,50,36,56,23,38,34
Marco Tumminello,64,1.00,28,68,69,52,44,51,26,28,32,60,48,59,55,65,64,70,70,56,61,67,67,29,64,45,63,53,57,18,20
Troy Parrott,64,1.00,35,69,52,60,53,60,53,48,50,60,78,75,72,64,71,64,69,60,54,58,62,16,65,60,55,60,29,26,14
Vitalie Damașcan,64,1.00,51,68,62,59,58,60,42,67,49,63,68,63,59,62,67,61,64,58,53,65,51,12,67,62,61,62,20,16,14
Jens Odgaard,64,1.00,42,68,61,56,44,63,52,34,38,65,67,62,64,56,73,66,57,40,68,55,39,22,66,58,59,64,55,31,22
Mikhail Ignatov,64,0.98,54,46,49,72,54,68,52,52,68,69,64,68,45,59,60,55,56,48,55,55,42,32,47,63,60,62,40,53,54
Ewan Henderson,64,0.98,53,44,48,67,54,67,67,66,60,68,75,70,76,46,75,59,41,55,41,54,28,26,55,67,47,65,27,45,50
André Anderson Pomilio Lima,64,0.98,50,60,50,67,57,70,54,40,58,66,72,72,73,50,65,63,53,64,47,50,35,15,63,65,60,55,30,20,15
Filippo Melegoni,64,0.98,59,53,49,70,50,62,59,57,70,66,61,52,66,60,70,66,47,60,51,47,53,47,55,69,64,59,57,58,58
Martín Payero,64,0.98,50,48,59,67,45,66,43,49,65,69,60,60,60,63,61,64,61,68,67,52,66,54,62,59,46,58,59,62,63
Antonio Moya Vega,64,0.98,44,60,45,66,38,65,44,47,62,68,62,62,63,61,65,52,64,48,52,55,66,57,59,67,51,64,58,58,47
Alasana Manneh,64,0.98,55,57,57,68,34,60,59,42,66,62,68,70,67,59,80,70,67,70,65,67,60,57,58,62,48,50,53,65,61
Berat Ayberk Özdemir,64,0.98,46,43,58,73,39,62,45,41,67,63,72,70,67,61,69,55,64,68,60,48,55,42,67,68,49,63,42,49,52
Tom Bayliss,64,0.98,58,51,53,68,42,72,59,60,63,69,79,65,81,56,52,56,59,74,66,46,53,47,60,63,44,72,51,56,54
Lewis O'Brien,64,0.98,48,51,51,67,45,66,42,43,61,66,67,62,70,64,80,52,38,74,42,54,51,56,55,65,42,59,43,58,53
Juan Cruz Diaz Espósito,64,0.98,67,61,42,63,52,73,64,59,57,65,68,65,66,49,58,57,40,51,46,61,36,36,58,62,63,60,32,27,31
Tobias Christensen,64,0.98,53,58,40,65,46,67,62,58,59,65,72,67,73,54,73,52,50,68,54,49,42,21,58,66,45,60,40,41,46
Glenn Middleton,64,0.98,65,56,30,55,43,67,63,52,44,67,88,84,84,53,73,55,34,59,53,44,36,19,57,60,51,58,32,30,25
John Yeboah,64,0.98,58,61,61,58,50,67,42,36,43,64,77,78,78,62,79,56,63,54,47,57,39,17,55,55,42,49,23,23,20
Charles Abi,64,0.98,59,60,63,62,56,69,42,40,42,66,79,79,68,56,44,63,64,60,62,53,30,19,61,54,66,46,17,13,22
Déiber Caicedo,64,0.98,57,45,30,61,46,74,56,60,48,66,81,77,85,61,89,50,51,56,46,37,44,35,54,52,52,56,36,27,22
José Alonso Lara,64,0.98,62,62,45,64,58,66,57,49,58,70,70,67,66,58,88,62,41,40,32,51,33,31,58,65,61,49,28,36,28
Juan Manuel Sanabria,64,0.98,62,59,43,66,48,64,63,56,59,65,73,69,72,60,78,56,49,54,49,54,53,46,60,63,58,62,47,45,47
Danny Pérez,64,0.98,62,59,59,64,43,67,52,33,61,63,72,74,73,55,67,63,62,75,64,47,50,32,58,50,52,56,33,34,31
Abou Ouattara,64,0.98,57,58,44,56,43,67,46,43,46,65,79,76,79,63,69,58,57,63,51,49,42,24,63,57,57,60,30,33,34
Maksim Glushenkov,64,0.98,60,64,41,61,65,64,57,46,51,67,71,77,64,61,70,67,41,44,45,47,32,19,62,59,55,49,29,28,27
Rafael Euclides Soares Camacho,64,0.98,60,58,48,60,50,66,56,47,55,64,76,73,80,64,77,57,58,52,60,52,43,45,62,58,55,66,48,50,42
Muhammed Kiprit,64,0.98,45,64,65,52,59,60,54,42,39,57,68,67,65,58,68,71,69,51,69,52,65,15,62,44,60,59,42,21,15
Virgiliu Postolachi,64,0.98,39,66,67,52,63,59,56,44,43,63,52,54,55,62,50,64,66,64,76,64,70,26,65,54,64,65,28,29,24
Alexander Díaz,64,0.98,43,64,66,56,46,61,44,33,34,68,73,67,69,57,77,59,65,58,61,55,47,19,65,51,52,61,17,18,21
Rhian Brewster,64,0.98,50,67,55,57,55,62,47,55,50,63,78,76,77,63,76,60,67,58,58,56,40,12,67,54,61,60,14,17,17
Cyrill Akono,64,0.98,41,69,61,51,53,62,59,41,54,63,67,69,54,62,63,57,62,58,70,59,66,26,59,55,57,61,24,23,24
Cyril Ngonge,64,0.98,42,62,55,60,37,75,53,30,38,70,79,78,75,60,74,65,63,62,60,64,50,40,58,43,60,60,11,35,35
Adrian Stanilewicz,64,0.95,46,41,59,74,47,70,50,50,72,68,64,63,54,57,66,67,62,54,49,42,66,49,59,55,47,44,42,57,54
José Pascual Alba Seva,64,0.95,49,53,58,72,55,62,59,46,72,67,58,62,59,55,67,64,59,52,42,55,39,56,53,64,49,58,58,55,47
Tristan Nydam,64,0.95,63,45,46,67,36,64,50,35,66,66,75,73,78,55,81,60,57,72,53,60,77,62,56,62,43,66,59,64,65
Dejan Kulusevski,64,0.95,48,45,54,70,42,68,41,45,65,65,51,65,51,63,57,64,58,49,52,47,63,55,65,62,57,46,50,58,58
Ellis Simms,64,0.95,45,66,59,54,60,57,54,49,44,59,76,78,66,58,66,64,60,55,60,59,58,21,63,52,64,64,19,24,19
Jovan Marković,64,0.95,27,64,63,57,49,56,54,31,31,58,74,78,81,58,65,68,77,75,82,44,76,11,61,49,55,54,27,12,15
Jonathan Burkardt,64,0.95,48,65,54,62,51,75,48,32,46,66,73,71,74,61,69,61,75,54,64,50,47,22,62,53,50,55,21,24,21
Lenny Pintor,64,0.95,41,65,59,55,59,68,51,40,40,67,77,74,78,51,76,65,58,54,54,59,29,19,65,55,59,59,24,28,18
Robert Ion,64,0.93,56,66,31,64,37,65,42,58,61,63,61,64,73,47,71,59,57,70,45,63,37,26,63,62,48,56,39,26,34
Brenden Aaronson,64,0.93,55,53,37,66,42,65,43,35,62,66,73,72,82,58,77,45,53,65,42,41,51,25,60,64,41,65,39,38,45
Julien Ponceau,64,0.93,52,56,44,69,51,63,48,54,56,64,73,73,74,60,82,55,58,65,46,43,53,43,61,62,56,62,35,49,44
Sibiry Keita,64,0.93,60,58,45,64,48,68,44,31,57,67,82,70,67,47,77,59,49,49,60,50,34,18,64,60,58,59,15,30,28
Morgan Feeney,64,0.93,35,30,63,34,29,33,33,30,29,42,48,46,35,57,46,45,66,47,75,21,70,63,31,35,45,60,64,65,65
Lucas Ribeiro dos Santos,64,0.93,45,19,49,68,29,35,24,22,72,54,55,62,40,61,47,47,60,62,70,18,52,69,23,40,35,49,62,69,64
Arda Kızıldağ,64,0.93,36,34,69,56,29,56,28,33,54,40,62,69,56,49,64,46,72,62,64,31,62,63,46,39,53,57,66,66,62
Leonardo Balerdi,64,0.93,35,26,61,60,29,45,33,30,52,48,66,66,62,55,53,45,70,64,76,20,48,64,30,38,40,55,62,68,65
Miguel Nazarit,64,0.93,29,25,60,35,30,39,25,28,33,42,72,62,58,58,53,41,79,66,84,20,77,63,31,35,43,48,60,62,60
Enrique Clemente Maza,64,0.93,34,27,55,68,35,35,37,28,67,59,64,61,40,65,66,43,73,66,65,23,55,67,29,30,49,58,66,63,62
Enzo Loiodice,64,0.93,39,41,58,69,38,70,53,45,62,71,55,57,66,65,78,55,61,51,39,43,59,56,56,63,53,63,52,59,58
João Gervásio Bragança Moutinho,64,0.93,55,19,62,62,28,62,28,27,40,66,60,61,47,66,63,35,72,63,65,16,58,67,41,51,34,46,65,65,64
Facundo Mura,64,0.93,62,46,56,45,30,64,36,41,30,61,68,77,70,65,78,66,61,62,55,54,68,63,53,47,47,66,62,69,63
Franck Evina,64,0.93,59,63,54,58,47,65,57,63,48,67,81,82,69,55,74,70,61,64,77,56,54,21,59,49,59,47,35,35,30
Yunus Akgün,64,0.93,54,64,53,62,53,67,66,45,40,64,82,79,75,63,78,61,58,55,32,61,30,16,62,58,67,56,21,22,19
Mohamed Taabouni,64,0.90,49,54,43,65,53,70,60,55,60,68,79,75,80,54,71,59,53,55,50,53,47,26,56,58,55,65,44,49,55
Benjamin Nygren,64,0.90,48,65,52,65,45,65,44,41,55,66,67,60,62,58,64,56,69,64,63,55,32,14,61,64,62,62,18,16,18
Maxence Lacroix,64,0.90,24,22,65,49,28,46,32,26,41,55,65,72,33,48,42,46,77,59,83,27,57,59,26,37,38,56,64,63,64
Cheikh Niasse,64,0.90,41,39,57,65,34,59,49,41,59,64,63,54,53,64,54,56,56,59,69,40,62,62,46,59,55,58,60,64,63
Alexandre Phliponeau,64,0.90,52,36,53,67,40,58,57,58,64,63,60,54,52,63,71,62,62,67,63,42,61,57,33,71,57,46,62,60,62
Francisco José García Torres,64,0.90,65,42,44,57,39,62,55,36,49,65,78,78,69,62,89,47,60,65,34,45,63,62,49,54,39,60,60,58,59
Felix Agu,64,0.90,64,46,60,65,47,71,61,31,40,66,83,80,88,70,83,36,70,69,38,51,65,62,42,65,40,51,53,57,52
Haissem Hassan,64,0.90,56,58,40,62,49,69,56,48,49,66,82,77,81,51,83,61,46,50,49,51,37,21,58,53,63,60,21,31,25
Mateu Jaume Morey Bauzá,64,0.90,64,49,33,68,37,67,57,40,54,68,78,74,82,57,87,48,63,66,43,32,52,58,54,49,38,55,57,61,63
Jordan Teze,64,0.90,62,44,63,57,27,59,42,38,53,62,75,80,73,58,48,60,80,57,65,50,66,59,46,49,36,58,60,65,61
Isaac Lihadji,64,0.90,59,56,33,60,52,72,53,56,51,66,79,76,78,48,77,61,47,49,44,56,34,17,56,57,61,53,21,25,27
Oğuzhan Akgün,64,0.90,47,67,66,52,64,62,63,52,48,60,69,60,60,64,72,65,60,55,45,63,50,21,67,53,67,64,22,18,13
Willem Geubbels,64,0.90,52,65,56,55,66,62,57,43,47,63,84,84,76,62,60,61,60,54,59,57,36,21,62,56,58,63,27,21,19
Iker Losada Aragunde,64,0.90,33,73,52,59,53,67,34,28,51,65,69,70,59,65,75,59,66,57,55,70,44,46,59,55,55,48,43,15,16
Kamil Wojtkowski,64,0.88,60,57,42,64,52,68,57,42,63,68,84,75,79,49,89,55,77,58,52,62,64,32,47,64,54,60,29,46,48
Lukas Daschner,64,0.88,52,55,46,66,50,63,44,38,57,64,73,72,74,59,77,53,72,68,62,51,53,58,58,63,35,56,60,44,38
Görkem Sağlam,64,0.88,60,49,47,69,57,63,57,52,59,67,76,70,79,48,80,61,60,63,44,55,39,42,60,64,52,61,68,50,57
Wesley Fofana,64,0.88,39,29,64,53,33,37,32,33,43,39,55,63,47,59,57,45,73,61,73,37,54,64,38,39,48,44,60,69,68
Emanuel Aiwu,64,0.88,50,38,64,60,34,57,30,31,52,42,68,63,70,61,63,55,73,64,72,39,63,60,44,43,34,58,58,68,64
James Garner,64,0.88,53,51,55,65,50,56,56,50,65,61,66,61,64,63,57,61,59,60,62,57,66,60,53,63,64,65,63,63,59
Edwin Cerrillo,64,0.88,42,36,50,71,40,51,50,38,64,55,69,65,60,65,71,53,61,71,67,48,70,62,48,55,36,63,60,59,54
